lead_id,full_name,age,gender,occupation,annual_income,city,existing_policy,product_interested,website_visits,email_opens,calls_answered,form_submitted,last_interaction_days,lead_source,email,contact_number,conversion_target,income_to_premium_ratio,claim_frequency,is_fraud
LDX-1333,Large Lead User 333,71,Other,Doctor,145315.93,New York,False,Health,9,7,5,True,6,Referral,large_lead_333@example.com,555-01334,1,31.41,0.41,0
LDX-1334,Large Lead User 334,59,Other,Doctor,109136.47,Phoenix,True,Auto,14,2,3,True,15,Organic,large_lead_334@example.com,555-01335,1,68.79,0.49,0
LDX-1335,Large Lead User 335,24,F,Teacher,47444.93,Los Angeles,False,Home,1,7,5,False,19,Organic,large_lead_335@example.com,555-01336,1,18.38,1.84,1
LDX-1336,Large Lead User 336,41,M,Engineer,68738.62,Chicago,False,Health,12,8,0,True,25,Paid Search,large_lead_336@example.com,555-01337,0,65.08,0.59,0
LDX-1337,Large Lead User 337,28,F,Sales,98564.05,Phoenix,False,Life,20,8,4,False,3,Paid Search,large_lead_337@example.com,555-01338,1,65.29,1.87,0
LDX-1338,Large Lead User 338,53,F,Teacher,92364.7,New York,True,Auto,20,7,3,True,16,Paid Search,large_lead_338@example.com,555-01339,1,81.96,0.47,0
LDX-1339,Large Lead User 339,48,Other,Doctor,79684.94,Chicago,True,Life,10,4,2,False,18,Organic,large_lead_339@example.com,555-01340,1,20.25,1.28,0
LDX-1340,Large Lead User 340,43,F,Sales,70963.39,New York,True,Health,18,2,4,False,1,Social Media,large_lead_340@example.com,555-01341,1,51.62,1.67,0
LDX-1341,Large Lead User 341,74,M,Teacher,79674.37,Phoenix,False,Life,1,1,4,True,10,Social Media,large_lead_341@example.com,555-01342,0,85.67,1.11,0
LDX-1342,Large Lead User 342,43,M,Doctor,148034.25,Chicago,True,Life,20,6,4,True,27,Referral,large_lead_342@example.com,555-01343,1,88.93,0.37,0
LDX-1343,Large Lead User 343,45,M,Sales,84228.76,Phoenix,True,Health,9,8,1,True,17,Paid Search,large_lead_343@example.com,555-01344,1,40.61,1.57,1
LDX-1344,Large Lead User 344,52,Other,Teacher,117892.93,Los Angeles,True,Health,16,6,2,True,25,Organic,large_lead_344@example.com,555-01345,0,37.99,0.2,0
LDX-1345,Large Lead User 345,24,Other,Doctor,112446.28,New York,False,Home,19,5,0,True,11,Paid Search,large_lead_345@example.com,555-01346,1,35.79,1.04,0
LDX-1346,Large Lead User 346,56,Other,Student,68297.97,Phoenix,True,Home,14,8,5,False,4,Social Media,large_lead_346@example.com,555-01347,1,34.39,0.23,0
LDX-1347,Large Lead User 347,67,F,Engineer,126480.34,Los Angeles,True,Health,18,10,1,True,6,Organic,large_lead_347@example.com,555-01348,1,44.52,0.68,0
LDX-1348,Large Lead User 348,27,F,Student,81175.89,Chicago,False,Life,5,3,5,True,20,Referral,large_lead_348@example.com,555-01349,0,61.1,1.38,0
LDX-1349,Large Lead User 349,27,M,Teacher,127542.12,Phoenix,False,Life,14,6,0,True,15,Social Media,large_lead_349@example.com,555-01350,0,80.99,1.53,1
LDX-1350,Large Lead User 350,42,F,Student,84393.97,Phoenix,True,Auto,0,6,0,True,16,Social Media,large_lead_350@example.com,555-01351,0,60.05,1.69,1
LDX-1351,Large Lead User 351,26,M,Sales,125091.71,Houston,True,Life,17,3,3,False,13,Referral,large_lead_351@example.com,555-01352,1,61.05,0.49,0
LDX-1352,Large Lead User 352,43,F,Engineer,95343.23,Phoenix,False,Life,7,8,1,True,22,Referral,large_lead_352@example.com,555-01353,0,25.86,1.42,0
LDX-1353,Large Lead User 353,47,Other,Engineer,38352.92,New York,True,Home,3,9,5,True,27,Paid Search,large_lead_353@example.com,555-01354,0,69.48,0.65,0
LDX-1354,Large Lead User 354,50,Other,Doctor,93750.7,Houston,False,Auto,12,9,4,True,19,Referral,large_lead_354@example.com,555-01355,1,86.29,1.75,1
LDX-1355,Large Lead User 355,40,F,Engineer,37489.27,Los Angeles,False,Health,17,10,0,False,1,Referral,large_lead_355@example.com,555-01356,1,46.54,0.72,0
LDX-1356,Large Lead User 356,49,M,Doctor,95414.25,Los Angeles,True,Auto,5,1,3,True,5,Paid Search,large_lead_356@example.com,555-01357,1,74.92,1.85,0
LDX-1357,Large Lead User 357,53,Other,Student,108951.2,Houston,True,Health,4,8,0,False,5,Referral,large_lead_357@example.com,555-01358,0,44.62,0.91,0
LDX-1358,Large Lead User 358,36,F,Sales,52294.92,Phoenix,False,Auto,19,0,0,False,19,Social Media,large_lead_358@example.com,555-01359,1,20.18,1.42,0
LDX-1359,Large Lead User 359,52,F,Student,145408.53,New York,True,Home,2,7,1,True,24,Social Media,large_lead_359@example.com,555-01360,0,65.17,1.97,1
LDX-1360,Large Lead User 360,43,F,Doctor,94203.99,Chicago,False,Home,0,0,3,False,15,Social Media,large_lead_360@example.com,555-01361,0,15.53,1.47,0
LDX-1361,Large Lead User 361,52,F,Sales,99376.93,New York,True,Auto,18,4,0,False,22,Paid Search,large_lead_361@example.com,555-01362,0,65.42,1.25,0
LDX-1362,Large Lead User 362,39,Other,Sales,132943.01,Chicago,True,Life,0,3,5,False,4,Paid Search,large_lead_362@example.com,555-01363,0,81.94,1.48,0
LDX-1363,Large Lead User 363,24,F,Sales,71141.76,Los Angeles,False,Home,2,3,1,False,20,Organic,large_lead_363@example.com,555-01364,0,67.8,0.99,0
LDX-1364,Large Lead User 364,70,Other,Teacher,128343.72,Houston,False,Health,1,4,1,True,15,Referral,large_lead_364@example.com,555-01365,0,11.07,1.49,0
LDX-1365,Large Lead User 365,73,F,Sales,83858.47,Phoenix,False,Life,10,4,4,False,22,Organic,large_lead_365@example.com,555-01366,1,32.98,1.06,0
LDX-1366,Large Lead User 366,59,Other,Teacher,76938.45,Chicago,True,Auto,7,1,5,True,22,Referral,large_lead_366@example.com,555-01367,1,18.79,0.67,0
LDX-1367,Large Lead User 367,28,M,Engineer,112259.95,Phoenix,True,Auto,11,1,1,True,24,Paid Search,large_lead_367@example.com,555-01368,1,43.84,0.05,0
LDX-1368,Large Lead User 368,70,Other,Engineer,137987.67,Houston,False,Health,18,10,1,False,29,Social Media,large_lead_368@example.com,555-01369,1,24.58,0.59,0
LDX-1369,Large Lead User 369,26,F,Engineer,63274.5,Houston,True,Health,1,2,3,False,13,Organic,large_lead_369@example.com,555-01370,1,22.95,1.91,1
LDX-1370,Large Lead User 370,71,M,Engineer,81750.43,Phoenix,False,Health,19,0,5,False,4,Paid Search,large_lead_370@example.com,555-01371,1,68.76,0.21,0
LDX-1371,Large Lead User 371,22,F,Sales,141947.25,Houston,False,Auto,12,8,2,True,5,Organic,large_lead_371@example.com,555-01372,0,44.6,1.15,1
LDX-1372,Large Lead User 372,66,F,Sales,128157.2,New York,True,Life,15,8,0,False,19,Organic,large_lead_372@example.com,555-01373,0,85.71,0.67,0
LDX-1373,Large Lead User 373,70,F,Sales,121980.97,New York,False,Health,20,1,1,False,6,Paid Search,large_lead_373@example.com,555-01374,0,22.59,1.32,0
LDX-1374,Large Lead User 374,34,F,Student,33043.75,Houston,True,Auto,18,5,1,True,16,Social Media,large_lead_374@example.com,555-01375,1,80.9,1.29,0
LDX-1375,Large Lead User 375,24,Other,Student,78660.94,Los Angeles,True,Auto,6,2,5,False,22,Organic,large_lead_375@example.com,555-01376,0,52.41,1.74,1
LDX-1376,Large Lead User 376,61,M,Sales,35496.2,Phoenix,True,Auto,20,1,1,True,1,Referral,large_lead_376@example.com,555-01377,1,63.55,0.61,0
LDX-1377,Large Lead User 377,61,F,Engineer,56468.7,Phoenix,True,Life,6,3,3,True,11,Paid Search,large_lead_377@example.com,555-01378,0,40.2,1.36,0
LDX-1378,Large Lead User 378,29,Other,Engineer,62867.2,Los Angeles,True,Health,13,2,1,True,23,Referral,large_lead_378@example.com,555-01379,1,17.27,0.49,0
LDX-1379,Large Lead User 379,22,F,Teacher,51529.54,Los Angeles,True,Life,2,8,5,False,21,Referral,large_lead_379@example.com,555-01380,1,31.53,1.39,0
LDX-1380,Large Lead User 380,33,F,Doctor,103264.56,Houston,True,Home,1,3,4,True,6,Organic,large_lead_380@example.com,555-01381,0,65.7,0.18,0
LDX-1381,Large Lead User 381,70,M,Engineer,148413.85,Los Angeles,False,Health,16,2,1,True,15,Organic,large_lead_381@example.com,555-01382,1,14.86,0.55,0
LDX-1382,Large Lead User 382,45,M,Engineer,64207.74,Phoenix,True,Home,13,0,2,False,11,Organic,large_lead_382@example.com,555-01383,0,16.38,0.91,0
LDX-1383,Large Lead User 383,37,M,Doctor,116568.37,Los Angeles,True,Home,18,6,4,True,11,Referral,large_lead_383@example.com,555-01384,1,90.22,1.8,1
LDX-1384,Large Lead User 384,26,M,Sales,86518.83,Chicago,True,Health,15,3,0,False,29,Social Media,large_lead_384@example.com,555-01385,1,28.2,1.22,0
LDX-1385,Large Lead User 385,30,M,Doctor,33851.35,Los Angeles,False,Home,18,10,0,True,9,Paid Search,large_lead_385@example.com,555-01386,0,17.78,0.92,0
LDX-1386,Large Lead User 386,55,Other,Teacher,88705.61,Los Angeles,False,Health,6,9,4,True,16,Paid Search,large_lead_386@example.com,555-01387,1,92.24,1.46,0
LDX-1387,Large Lead User 387,22,F,Sales,80132.62,New York,False,Health,1,3,0,True,16,Organic,large_lead_387@example.com,555-01388,0,72.38,0.85,0
LDX-1388,Large Lead User 388,48,Other,Doctor,143992.07,Los Angeles,False,Auto,4,7,2,False,10,Paid Search,large_lead_388@example.com,555-01389,0,88.68,0.03,0
LDX-1389,Large Lead User 389,47,F,Doctor,52193.49,Phoenix,True,Life,11,6,5,False,15,Paid Search,large_lead_389@example.com,555-01390,1,80.89,1.25,0
LDX-1390,Large Lead User 390,27,M,Engineer,104454.63,Houston,False,Health,10,9,5,True,30,Social Media,large_lead_390@example.com,555-01391,0,42.98,1.35,0
LDX-1391,Large Lead User 391,63,Other,Engineer,97054.85,Houston,True,Home,2,5,4,False,23,Social Media,large_lead_391@example.com,555-01392,1,55.32,0.67,0
LDX-1392,Large Lead User 392,49,Other,Student,63257.44,Chicago,False,Life,2,10,2,True,12,Paid Search,large_lead_392@example.com,555-01393,0,90.27,1.66,1
LDX-1393,Large Lead User 393,51,M,Teacher,40477.05,Houston,True,Home,12,8,1,True,10,Social Media,large_lead_393@example.com,555-01394,1,47.49,0.33,0
LDX-1394,Large Lead User 394,65,M,Engineer,94972.19,New York,True,Life,4,6,3,False,12,Social Media,large_lead_394@example.com,555-01395,0,53.75,0.04,0
LDX-1395,Large Lead User 395,64,F,Teacher,113623.63,Houston,False,Life,17,0,3,True,15,Social Media,large_lead_395@example.com,555-01396,1,35.59,1.58,1
LDX-1396,Large Lead User 396,32,Other,Teacher,104235.63,Los Angeles,True,Auto,5,0,5,False,18,Paid Search,large_lead_396@example.com,555-01397,0,49.68,1.68,1
LDX-1397,Large Lead User 397,45,F,Student,52139.59,Los Angeles,False,Auto,17,0,5,False,2,Referral,large_lead_397@example.com,555-01398,0,79.17,0.3,0
LDX-1398,Large Lead User 398,51,F,Sales,141337.35,Chicago,True,Health,4,5,0,True,24,Referral,large_lead_398@example.com,555-01399,0,91.02,1.29,0
LDX-1399,Large Lead User 399,30,M,Doctor,111361.0,New York,True,Home,3,4,2,True,1,Organic,large_lead_399@example.com,555-01400,0,17.52,0.89,0
LDX-1400,Large Lead User 400,50,M,Doctor,111247.61,Houston,True,Health,2,5,4,False,13,Social Media,large_lead_400@example.com,555-01401,0,11.1,1.21,0
LDX-1401,Large Lead User 401,44,F,Sales,72162.6,Chicago,True,Health,14,6,4,True,3,Organic,large_lead_401@example.com,555-01402,1,22.93,1.48,0
LDX-1402,Large Lead User 402,41,M,Sales,86953.58,Chicago,False,Home,16,8,2,False,3,Paid Search,large_lead_402@example.com,555-01403,1,27.93,0.75,0
LDX-1403,Large Lead User 403,75,F,Student,75812.34,Houston,True,Auto,17,0,3,True,2,Social Media,large_lead_403@example.com,555-01404,1,37.02,1.17,0
LDX-1404,Large Lead User 404,62,Other,Teacher,130109.17,New York,True,Life,15,7,0,True,21,Social Media,large_lead_404@example.com,555-01405,1,62.3,0.36,0
LDX-1405,Large Lead User 405,58,Other,Student,82328.22,New York,False,Home,8,9,5,True,22,Paid Search,large_lead_405@example.com,555-01406,0,38.77,0.24,0
LDX-1406,Large Lead User 406,66,F,Student,46259.69,New York,True,Home,5,1,0,True,9,Social Media,large_lead_406@example.com,555-01407,0,88.52,1.91,1
LDX-1407,Large Lead User 407,74,F,Teacher,131399.39,New York,True,Life,9,5,2,False,22,Referral,large_lead_407@example.com,555-01408,1,40.63,1.07,0
LDX-1408,Large Lead User 408,32,Other,Student,42290.14,Phoenix,True,Health,4,7,4,True,8,Organic,large_lead_408@example.com,555-01409,0,83.7,1.12,0
LDX-1409,Large Lead User 409,23,F,Teacher,87542.19,Chicago,True,Auto,9,3,5,True,12,Paid Search,large_lead_409@example.com,555-01410,1,71.92,1.98,1
LDX-1410,Large Lead User 410,41,F,Sales,45041.3,New York,True,Auto,4,0,0,True,14,Referral,large_lead_410@example.com,555-01411,0,20.7,0.16,0
LDX-1411,Large Lead User 411,38,M,Teacher,35193.78,Chicago,True,Auto,9,2,5,False,1,Social Media,large_lead_411@example.com,555-01412,1,41.7,1.84,1
LDX-1412,Large Lead User 412,54,M,Student,123696.26,Los Angeles,True,Life,19,2,1,True,17,Organic,large_lead_412@example.com,555-01413,1,93.18,1.16,0
LDX-1413,Large Lead User 413,54,F,Sales,132155.62,Houston,True,Home,15,6,2,True,23,Social Media,large_lead_413@example.com,555-01414,1,21.13,1.92,1
LDX-1414,Large Lead User 414,29,F,Engineer,92367.31,Houston,False,Health,15,9,2,False,23,Referral,large_lead_414@example.com,555-01415,0,30.33,0.16,0
LDX-1415,Large Lead User 415,48,Other,Doctor,64870.72,Los Angeles,True,Health,13,10,1,True,28,Referral,large_lead_415@example.com,555-01416,0,49.43,0.95,0
LDX-1416,Large Lead User 416,64,M,Engineer,111182.24,Chicago,True,Life,3,3,1,False,13,Organic,large_lead_416@example.com,555-01417,0,30.96,0.2,0
LDX-1417,Large Lead User 417,49,F,Doctor,117024.06,Houston,False,Health,8,8,5,False,25,Paid Search,large_lead_417@example.com,555-01418,1,79.12,1.58,1
LDX-1418,Large Lead User 418,28,M,Engineer,44662.81,Houston,True,Home,15,6,3,False,8,Paid Search,large_lead_418@example.com,555-01419,1,37.25,0.2,0
LDX-1419,Large Lead User 419,61,F,Sales,41560.04,Houston,False,Life,2,8,5,True,25,Organic,large_lead_419@example.com,555-01420,0,99.16,0.93,0
LDX-1420,Large Lead User 420,29,F,Teacher,76035.59,Houston,False,Home,10,4,3,False,15,Referral,large_lead_420@example.com,555-01421,1,78.76,1.11,0
LDX-1421,Large Lead User 421,58,F,Doctor,111002.95,Houston,False,Life,17,4,5,False,18,Organic,large_lead_421@example.com,555-01422,1,12.53,1.71,1
LDX-1422,Large Lead User 422,24,M,Sales,45383.77,Chicago,False,Health,11,5,2,True,26,Paid Search,large_lead_422@example.com,555-01423,1,32.29,1.78,1
LDX-1423,Large Lead User 423,63,Other,Doctor,67451.94,New York,False,Health,2,9,5,False,3,Social Media,large_lead_423@example.com,555-01424,1,11.84,0.34,0
LDX-1424,Large Lead User 424,52,Other,Teacher,100558.71,Chicago,False,Life,10,2,3,False,19,Social Media,large_lead_424@example.com,555-01425,1,97.25,1.62,1
LDX-1425,Large Lead User 425,34,M,Student,89634.21,New York,True,Life,2,4,4,True,7,Referral,large_lead_425@example.com,555-01426,1,48.44,1.99,1
LDX-1426,Large Lead User 426,44,M,Sales,125478.21,Houston,False,Health,20,10,2,True,17,Organic,large_lead_426@example.com,555-01427,1,66.51,1.08,0
LDX-1427,Large Lead User 427,55,Other,Student,133525.18,Phoenix,False,Auto,18,8,3,True,7,Social Media,large_lead_427@example.com,555-01428,1,51.62,1.88,1
LDX-1428,Large Lead User 428,37,M,Sales,48056.72,Chicago,False,Home,9,4,3,True,14,Referral,large_lead_428@example.com,555-01429,0,31.46,0.13,0
LDX-1429,Large Lead User 429,31,M,Teacher,53029.92,Los Angeles,False,Home,7,0,2,False,15,Social Media,large_lead_429@example.com,555-01430,0,69.28,0.84,0
LDX-1430,Large Lead User 430,33,F,Engineer,107315.26,Houston,False,Auto,1,6,5,True,16,Paid Search,large_lead_430@example.com,555-01431,1,20.07,1.79,1
LDX-1431,Large Lead User 431,69,M,Teacher,90029.82,Phoenix,True,Life,3,5,4,False,22,Paid Search,large_lead_431@example.com,555-01432,0,94.2,1.86,1
LDX-1432,Large Lead User 432,35,F,Student,47313.35,Chicago,True,Life,5,8,1,False,9,Referral,large_lead_432@example.com,555-01433,0,71.45,1.18,0
LDX-1433,Large Lead User 433,39,Other,Engineer,135532.02,New York,True,Life,4,8,2,False,16,Social Media,large_lead_433@example.com,555-01434,0,67.51,0.04,0
LDX-1434,Large Lead User 434,66,F,Doctor,73542.61,Chicago,True,Home,3,4,4,True,28,Paid Search,large_lead_434@example.com,555-01435,0,92.43,0.02,0
LDX-1435,Large Lead User 435,62,F,Sales,68062.12,Chicago,False,Auto,20,2,3,False,26,Organic,large_lead_435@example.com,555-01436,1,41.67,1.65,0
LDX-1436,Large Lead User 436,60,Other,Teacher,117507.79,Houston,True,Auto,17,6,5,True,11,Social Media,large_lead_436@example.com,555-01437,1,38.23,0.1,0
LDX-1437,Large Lead User 437,27,Other,Sales,43299.38,Chicago,False,Health,7,2,4,False,23,Paid Search,large_lead_437@example.com,555-01438,0,71.87,1.53,0
LDX-1438,Large Lead User 438,74,Other,Teacher,69309.65,New York,True,Home,9,1,1,False,3,Paid Search,large_lead_438@example.com,555-01439,1,33.56,1.75,0
LDX-1439,Large Lead User 439,32,Other,Engineer,35973.96,New York,False,Health,19,10,3,False,20,Organic,large_lead_439@example.com,555-01440,1,30.2,0.74,0
LDX-1440,Large Lead User 440,35,F,Teacher,52865.3,Houston,True,Health,8,2,2,True,24,Social Media,large_lead_440@example.com,555-01441,1,97.85,1.71,1
LDX-1441,Large Lead User 441,37,M,Doctor,104121.63,Houston,True,Health,7,6,2,False,19,Organic,large_lead_441@example.com,555-01442,0,18.58,0.02,0
LDX-1442,Large Lead User 442,25,Other,Engineer,36253.51,New York,False,Health,7,4,3,False,30,Social Media,large_lead_442@example.com,555-01443,0,21.9,1.34,0
LDX-1443,Large Lead User 443,57,F,Student,34935.0,Houston,True,Life,5,1,2,False,6,Organic,large_lead_443@example.com,555-01444,0,98.07,1.76,1
LDX-1444,Large Lead User 444,53,F,Student,134601.55,Chicago,False,Home,8,5,5,False,12,Paid Search,large_lead_444@example.com,555-01445,1,60.01,1.75,1
LDX-1445,Large Lead User 445,64,F,Teacher,106398.26,Houston,False,Auto,14,7,0,True,7,Referral,large_lead_445@example.com,555-01446,1,42.09,0.07,0
LDX-1446,Large Lead User 446,67,M,Teacher,97302.54,Chicago,True,Home,14,8,3,False,4,Paid Search,large_lead_446@example.com,555-01447,1,62.52,0.25,0
LDX-1447,Large Lead User 447,22,M,Doctor,93121.85,New York,False,Auto,18,6,1,False,14,Organic,large_lead_447@example.com,555-01448,1,85.33,1.0,0
LDX-1448,Large Lead User 448,31,Other,Engineer,33464.94,Chicago,True,Health,14,5,5,True,22,Paid Search,large_lead_448@example.com,555-01449,1,87.7,0.54,0
LDX-1449,Large Lead User 449,73,F,Doctor,107237.28,Los Angeles,True,Health,10,1,0,True,24,Paid Search,large_lead_449@example.com,555-01450,0,24.66,0.76,0
LDX-1450,Large Lead User 450,71,F,Student,78287.55,Los Angeles,False,Auto,20,5,5,True,5,Referral,large_lead_450@example.com,555-01451,1,50.09,0.86,0
LDX-1451,Large Lead User 451,46,M,Sales,87172.76,Houston,True,Auto,18,8,4,False,14,Referral,large_lead_451@example.com,555-01452,1,70.88,0.74,0
LDX-1452,Large Lead User 452,63,F,Engineer,112348.38,Houston,False,Home,4,2,3,False,17,Paid Search,large_lead_452@example.com,555-01453,0,57.08,0.58,0
LDX-1453,Large Lead User 453,40,M,Sales,98224.28,Phoenix,False,Life,17,4,0,True,30,Organic,large_lead_453@example.com,555-01454,1,20.25,0.85,0
LDX-1454,Large Lead User 454,64,Other,Sales,85545.47,Houston,False,Life,5,2,3,True,2,Paid Search,large_lead_454@example.com,555-01455,0,17.04,0.6,0
LDX-1455,Large Lead User 455,60,Other,Sales,61118.12,Houston,False,Health,3,4,3,False,18,Referral,large_lead_455@example.com,555-01456,0,82.42,0.03,0
LDX-1456,Large Lead User 456,27,M,Teacher,45010.74,Houston,True,Home,0,6,1,True,4,Organic,large_lead_456@example.com,555-01457,0,37.08,0.38,0
LDX-1457,Large Lead User 457,51,F,Sales,47779.88,New York,False,Home,13,3,0,False,4,Referral,large_lead_457@example.com,555-01458,1,14.58,1.41,0
LDX-1458,Large Lead User 458,22,F,Engineer,42319.62,Houston,False,Health,13,8,3,False,28,Paid Search,large_lead_458@example.com,555-01459,1,74.29,1.46,0
LDX-1459,Large Lead User 459,55,F,Engineer,32282.36,Houston,False,Health,18,6,2,True,18,Paid Search,large_lead_459@example.com,555-01460,0,35.92,0.83,0
LDX-1460,Large Lead User 460,34,Other,Sales,86308.85,Los Angeles,False,Health,14,6,1,False,17,Referral,large_lead_460@example.com,555-01461,0,81.98,0.68,0
LDX-1461,Large Lead User 461,32,M,Student,104621.09,Houston,True,Health,9,7,5,False,24,Paid Search,large_lead_461@example.com,555-01462,1,28.85,0.35,0
LDX-1462,Large Lead User 462,25,M,Doctor,149911.35,Houston,True,Home,11,1,2,True,12,Referral,large_lead_462@example.com,555-01463,1,33.2,1.72,1
LDX-1463,Large Lead User 463,43,M,Engineer,124186.3,Houston,False,Auto,1,1,4,True,9,Organic,large_lead_463@example.com,555-01464,0,55.66,1.75,1
LDX-1464,Large Lead User 464,32,M,Teacher,105591.13,Chicago,False,Home,6,1,2,True,6,Referral,large_lead_464@example.com,555-01465,0,97.27,1.52,1
LDX-1465,Large Lead User 465,71,Other,Sales,122283.98,Chicago,True,Home,7,8,3,False,11,Paid Search,large_lead_465@example.com,555-01466,1,22.42,0.53,0
LDX-1466,Large Lead User 466,49,M,Student,79609.13,New York,True,Life,13,5,3,False,28,Paid Search,large_lead_466@example.com,555-01467,0,49.07,1.89,1
LDX-1467,Large Lead User 467,47,Other,Doctor,121103.09,Houston,False,Life,20,5,1,False,29,Organic,large_lead_467@example.com,555-01468,0,84.43,1.96,1
LDX-1468,Large Lead User 468,55,Other,Sales,103248.13,Chicago,False,Home,4,4,5,True,13,Organic,large_lead_468@example.com,555-01469,1,58.37,1.09,0
LDX-1469,Large Lead User 469,46,Other,Doctor,117011.84,Los Angeles,True,Auto,4,8,4,False,18,Paid Search,large_lead_469@example.com,555-01470,1,84.9,1.1,0
LDX-1470,Large Lead User 470,41,F,Engineer,117181.11,New York,True,Health,16,4,0,True,24,Referral,large_lead_470@example.com,555-01471,1,40.51,1.25,0
LDX-1471,Large Lead User 471,37,Other,Teacher,126646.51,Chicago,False,Life,18,10,4,True,23,Referral,large_lead_471@example.com,555-01472,1,56.77,1.07,0
LDX-1472,Large Lead User 472,37,Other,Sales,42627.23,Houston,True,Auto,16,0,4,False,7,Paid Search,large_lead_472@example.com,555-01473,1,52.86,0.2,0
LDX-1473,Large Lead User 473,50,Other,Sales,39368.72,Houston,False,Health,16,2,3,True,19,Paid Search,large_lead_473@example.com,555-01474,1,53.63,1.74,1
LDX-1474,Large Lead User 474,51,M,Student,45526.22,Chicago,True,Health,16,1,4,True,4,Social Media,large_lead_474@example.com,555-01475,1,61.46,0.07,0
LDX-1475,Large Lead User 475,24,M,Teacher,92733.3,Phoenix,False,Auto,3,4,2,False,10,Paid Search,large_lead_475@example.com,555-01476,1,26.48,0.97,0
LDX-1476,Large Lead User 476,69,F,Student,88655.24,Houston,False,Health,3,7,4,True,12,Paid Search,large_lead_476@example.com,555-01477,1,55.43,0.96,0
LDX-1477,Large Lead User 477,51,Other,Sales,121401.45,Houston,True,Health,14,5,1,True,28,Referral,large_lead_477@example.com,555-01478,1,76.23,1.25,0
LDX-1478,Large Lead User 478,63,Other,Engineer,40623.59,Phoenix,True,Home,5,9,5,True,1,Paid Search,large_lead_478@example.com,555-01479,0,77.55,1.41,0
LDX-1479,Large Lead User 479,54,M,Teacher,137623.71,Phoenix,False,Auto,3,8,5,False,30,Referral,large_lead_479@example.com,555-01480,0,63.0,0.55,0
LDX-1480,Large Lead User 480,53,F,Doctor,133436.92,New York,True,Auto,0,8,2,True,14,Social Media,large_lead_480@example.com,555-01481,0,22.96,1.06,0
LDX-1481,Large Lead User 481,38,Other,Engineer,122196.56,Chicago,False,Auto,4,5,2,True,14,Referral,large_lead_481@example.com,555-01482,1,90.37,1.92,1
LDX-1482,Large Lead User 482,38,Other,Student,75061.58,Houston,True,Life,3,0,0,False,7,Referral,large_lead_482@example.com,555-01483,0,59.78,0.47,0
LDX-1483,Large Lead User 483,26,Other,Engineer,88100.58,Los Angeles,True,Life,13,9,5,False,8,Referral,large_lead_483@example.com,555-01484,1,17.55,1.11,0
LDX-1484,Large Lead User 484,62,F,Student,90051.88,Houston,True,Auto,4,7,2,False,18,Paid Search,large_lead_484@example.com,555-01485,0,10.05,1.08,0
LDX-1485,Large Lead User 485,52,Other,Doctor,62796.35,New York,True,Auto,8,4,5,True,13,Referral,large_lead_485@example.com,555-01486,1,72.86,0.43,0
LDX-1486,Large Lead User 486,75,Other,Doctor,46758.03,Chicago,False,Life,17,3,2,False,29,Social Media,large_lead_486@example.com,555-01487,1,28.96,1.91,1
LDX-1487,Large Lead User 487,60,F,Student,69414.87,Houston,False,Auto,4,10,5,True,30,Organic,large_lead_487@example.com,555-01488,0,90.33,1.8,1
LDX-1488,Large Lead User 488,74,Other,Engineer,110593.57,New York,False,Life,3,3,2,False,27,Organic,large_lead_488@example.com,555-01489,0,29.94,0.77,0
LDX-1489,Large Lead User 489,23,F,Doctor,121010.52,New York,False,Health,11,9,1,True,3,Organic,large_lead_489@example.com,555-01490,1,27.65,1.62,1
LDX-1490,Large Lead User 490,74,Other,Student,106612.33,Phoenix,True,Auto,3,9,2,True,19,Organic,large_lead_490@example.com,555-01491,0,21.47,0.39,0
LDX-1491,Large Lead User 491,58,Other,Student,132657.48,Phoenix,False,Health,16,0,5,False,26,Organic,large_lead_491@example.com,555-01492,1,86.85,0.05,0
LDX-1492,Large Lead User 492,42,M,Teacher,81905.78,New York,False,Health,13,8,2,False,4,Social Media,large_lead_492@example.com,555-01493,1,10.46,0.72,0
LDX-1493,Large Lead User 493,34,M,Teacher,70164.7,Chicago,False,Auto,18,10,0,True,24,Organic,large_lead_493@example.com,555-01494,0,53.2,1.92,0
LDX-1494,Large Lead User 494,73,F,Engineer,32882.82,Chicago,True,Auto,20,9,2,False,27,Organic,large_lead_494@example.com,555-01495,1,66.28,0.48,0
LDX-1495,Large Lead User 495,59,M,Engineer,44979.16,Houston,True,Life,1,9,0,False,13,Organic,large_lead_495@example.com,555-01496,0,19.16,0.13,0
LDX-1496,Large Lead User 496,25,Other,Student,97110.97,New York,False,Health,9,7,3,False,13,Organic,large_lead_496@example.com,555-01497,0,40.57,0.47,0
LDX-1497,Large Lead User 497,65,Other,Engineer,123951.5,Phoenix,True,Home,14,10,4,False,11,Social Media,large_lead_497@example.com,555-01498,1,47.89,0.02,0
LDX-1498,Large Lead User 498,68,F,Student,104502.11,Chicago,False,Home,5,2,1,False,5,Social Media,large_lead_498@example.com,555-01499,1,64.3,0.62,0
LDX-1499,Large Lead User 499,40,Other,Engineer,74259.6,Houston,False,Home,0,3,4,True,19,Organic,large_lead_499@example.com,555-01500,1,40.74,0.47,0
LDX-1500,Large Lead User 500,62,Other,Engineer,43359.73,Phoenix,False,Auto,8,0,1,True,8,Paid Search,large_lead_500@example.com,555-01001,1,30.94,1.48,0
