customer_id,name,age,policy_type,premium_amount,renewal_history,claim_history,complaint_count,support_tickets,feedback,email,contact_number,churn_target,income_to_premium_ratio,claim_frequency,is_fraud
CUSTX-4292,Large Customer User 2292,68,Auto,1337.46,5,4,3,10,Too expensive,large_cust_2292@example.com,555-02293,0,21.57,0.8,0
CUSTX-4293,Large Customer User 2293,59,Life,2825.77,1,4,4,0,Too expensive,large_cust_2293@example.com,555-02294,0,22.05,4.0,0
CUSTX-4294,Large Customer User 2294,26,Health,2142.65,10,1,1,6,Will renew,large_cust_2294@example.com,555-02295,0,37.99,0.1,0
CUSTX-4295,Large Customer User 2295,28,Life,2017.76,8,4,5,8,Too expensive,large_cust_2295@example.com,555-02296,1,19.79,0.5,0
CUSTX-4296,Large Customer User 2296,68,Life,1077.23,3,3,2,1,Great service,large_cust_2296@example.com,555-02297,0,20.84,1.0,0
CUSTX-4297,Large Customer User 2297,31,Home,2786.59,9,1,5,7,Will renew,large_cust_2297@example.com,555-02298,0,16.02,0.11,0
CUSTX-4298,Large Customer User 2298,74,Auto,2185.26,9,2,5,2,Great service,large_cust_2298@example.com,555-02299,1,23.38,0.22,0
CUSTX-4299,Large Customer User 2299,40,Health,1940.03,2,0,5,3,Average,large_cust_2299@example.com,555-02300,1,39.45,0.0,0
CUSTX-4300,Large Customer User 2300,82,Home,2357.13,6,0,1,0,Will renew,large_cust_2300@example.com,555-02301,0,44.01,0.0,0
CUSTX-4301,Large Customer User 2301,71,Auto,2760.65,6,2,2,2,Average,large_cust_2301@example.com,555-02302,0,45.38,0.33,0
CUSTX-4302,Large Customer User 2302,65,Health,1978.7,0,3,4,1,Poor support,large_cust_2302@example.com,555-02303,0,18.02,3.0,0
CUSTX-4303,Large Customer User 2303,83,Home,2250.28,9,0,5,2,Great service,large_cust_2303@example.com,555-02304,0,31.71,0.0,0
CUSTX-4304,Large Customer User 2304,69,Life,2184.77,5,4,3,6,Great service,large_cust_2304@example.com,555-02305,0,15.45,0.8,0
CUSTX-4305,Large Customer User 2305,85,Life,1352.79,8,3,4,8,Average,large_cust_2305@example.com,555-02306,0,22.28,0.38,0
CUSTX-4306,Large Customer User 2306,44,Life,2883.78,6,4,0,3,Great service,large_cust_2306@example.com,555-02307,0,20.63,0.67,0
CUSTX-4307,Large Customer User 2307,43,Auto,796.38,7,2,2,7,Too expensive,large_cust_2307@example.com,555-02308,1,34.99,0.29,0
CUSTX-4308,Large Customer User 2308,40,Home,739.94,2,4,4,8,Great service,large_cust_2308@example.com,555-02309,0,26.98,2.0,1
CUSTX-4309,Large Customer User 2309,25,Life,1423.85,6,3,2,9,Great service,large_cust_2309@example.com,555-02310,0,37.23,0.5,0
CUSTX-4310,Large Customer User 2310,37,Auto,1611.01,4,2,3,7,Average,large_cust_2310@example.com,555-02311,1,41.16,0.5,0
CUSTX-4311,Large Customer User 2311,50,Auto,2318.4,8,5,2,2,Average,large_cust_2311@example.com,555-02312,0,45.15,0.62,0
CUSTX-4312,Large Customer User 2312,26,Auto,1583.44,5,5,5,8,Great service,large_cust_2312@example.com,555-02313,1,16.07,1.0,0
CUSTX-4313,Large Customer User 2313,70,Health,2680.29,3,1,1,10,Average,large_cust_2313@example.com,555-02314,1,10.93,0.33,0
CUSTX-4314,Large Customer User 2314,33,Home,2877.08,0,4,5,3,Great service,large_cust_2314@example.com,555-02315,1,23.82,4.0,1
CUSTX-4315,Large Customer User 2315,55,Life,2033.45,3,5,5,9,Too expensive,large_cust_2315@example.com,555-02316,1,44.38,1.67,0
CUSTX-4316,Large Customer User 2316,84,Home,1725.55,9,0,5,6,Great service,large_cust_2316@example.com,555-02317,1,48.33,0.0,0
CUSTX-4317,Large Customer User 2317,58,Life,1548.99,3,3,3,5,Great service,large_cust_2317@example.com,555-02318,1,20.64,1.0,0
CUSTX-4318,Large Customer User 2318,72,Life,2262.05,9,2,3,7,Will renew,large_cust_2318@example.com,555-02319,1,14.68,0.22,0
CUSTX-4319,Large Customer User 2319,74,Health,652.01,10,3,2,4,Poor support,large_cust_2319@example.com,555-02320,0,16.73,0.3,0
CUSTX-4320,Large Customer User 2320,28,Health,1170.79,5,3,5,3,Too expensive,large_cust_2320@example.com,555-02321,1,30.76,0.6,0
CUSTX-4321,Large Customer User 2321,43,Auto,1840.03,9,4,5,1,Great service,large_cust_2321@example.com,555-02322,1,41.11,0.44,0
CUSTX-4322,Large Customer User 2322,33,Life,2451.08,8,1,2,5,Will renew,large_cust_2322@example.com,555-02323,1,13.93,0.12,0
CUSTX-4323,Large Customer User 2323,42,Health,2595.37,4,2,3,3,Too expensive,large_cust_2323@example.com,555-02324,0,29.88,0.5,0
CUSTX-4324,Large Customer User 2324,53,Auto,2850.03,8,3,0,0,Too expensive,large_cust_2324@example.com,555-02325,0,17.74,0.38,0
CUSTX-4325,Large Customer User 2325,25,Home,1075.01,0,3,5,3,Average,large_cust_2325@example.com,555-02326,1,43.79,3.0,1
CUSTX-4326,Large Customer User 2326,31,Auto,684.73,0,4,5,6,Will renew,large_cust_2326@example.com,555-02327,1,40.67,4.0,0
CUSTX-4327,Large Customer User 2327,46,Health,2578.68,6,2,2,5,Too expensive,large_cust_2327@example.com,555-02328,1,9.49,0.33,0
CUSTX-4328,Large Customer User 2328,82,Life,1441.45,3,3,3,1,Will renew,large_cust_2328@example.com,555-02329,0,27.8,1.0,0
CUSTX-4329,Large Customer User 2329,70,Home,543.03,5,3,3,6,Will renew,large_cust_2329@example.com,555-02330,0,48.88,0.6,0
CUSTX-4330,Large Customer User 2330,72,Home,2428.01,7,2,3,5,Great service,large_cust_2330@example.com,555-02331,0,9.29,0.29,0
CUSTX-4331,Large Customer User 2331,43,Home,1019.2,3,3,3,9,Great service,large_cust_2331@example.com,555-02332,1,39.53,1.0,0
CUSTX-4332,Large Customer User 2332,54,Auto,1529.65,2,4,5,5,Average,large_cust_2332@example.com,555-02333,1,36.07,2.0,1
CUSTX-4333,Large Customer User 2333,84,Auto,1863.97,3,4,2,10,Great service,large_cust_2333@example.com,555-02334,0,24.16,1.33,0
CUSTX-4334,Large Customer User 2334,31,Auto,1439.22,8,3,0,2,Great service,large_cust_2334@example.com,555-02335,0,44.85,0.38,0
CUSTX-4335,Large Customer User 2335,85,Auto,926.81,2,3,4,7,Average,large_cust_2335@example.com,555-02336,1,10.29,1.5,0
CUSTX-4336,Large Customer User 2336,59,Home,2299.86,8,4,5,4,Too expensive,large_cust_2336@example.com,555-02337,0,18.06,0.5,0
CUSTX-4337,Large Customer User 2337,48,Life,2507.03,8,1,5,5,Too expensive,large_cust_2337@example.com,555-02338,1,12.39,0.12,0
CUSTX-4338,Large Customer User 2338,82,Life,524.55,2,0,3,2,Too expensive,large_cust_2338@example.com,555-02339,0,13.97,0.0,0
CUSTX-4339,Large Customer User 2339,34,Life,1844.33,0,0,2,1,Will renew,large_cust_2339@example.com,555-02340,0,44.75,0.0,0
CUSTX-4340,Large Customer User 2340,66,Life,2072.05,4,4,1,4,Average,large_cust_2340@example.com,555-02341,0,33.1,1.0,0
CUSTX-4341,Large Customer User 2341,73,Auto,2835.77,10,1,4,8,Too expensive,large_cust_2341@example.com,555-02342,1,17.6,0.1,0
CUSTX-4342,Large Customer User 2342,55,Life,1909.15,9,4,1,8,Will renew,large_cust_2342@example.com,555-02343,0,35.08,0.44,0
CUSTX-4343,Large Customer User 2343,82,Home,1023.27,3,1,0,3,Too expensive,large_cust_2343@example.com,555-02344,0,26.4,0.33,0
CUSTX-4344,Large Customer User 2344,22,Life,1308.34,8,3,0,2,Average,large_cust_2344@example.com,555-02345,0,27.52,0.38,0
CUSTX-4345,Large Customer User 2345,37,Life,1101.93,6,4,3,6,Will renew,large_cust_2345@example.com,555-02346,1,8.52,0.67,0
CUSTX-4346,Large Customer User 2346,49,Life,2888.4,2,3,5,4,Great service,large_cust_2346@example.com,555-02347,1,30.11,1.5,0
CUSTX-4347,Large Customer User 2347,77,Health,2130.23,5,2,1,0,Too expensive,large_cust_2347@example.com,555-02348,0,32.76,0.4,0
CUSTX-4348,Large Customer User 2348,46,Life,1456.14,3,0,1,0,Average,large_cust_2348@example.com,555-02349,0,9.23,0.0,0
CUSTX-4349,Large Customer User 2349,69,Health,2789.52,9,5,4,0,Poor support,large_cust_2349@example.com,555-02350,0,6.98,0.56,0
CUSTX-4350,Large Customer User 2350,54,Health,1185.43,0,4,0,9,Too expensive,large_cust_2350@example.com,555-02351,0,26.31,4.0,1
CUSTX-4351,Large Customer User 2351,35,Auto,595.48,2,1,0,9,Poor support,large_cust_2351@example.com,555-02352,1,42.53,0.5,0
CUSTX-4352,Large Customer User 2352,37,Auto,640.12,5,1,5,0,Average,large_cust_2352@example.com,555-02353,0,42.68,0.2,0
CUSTX-4353,Large Customer User 2353,62,Health,2744.34,5,3,1,9,Great service,large_cust_2353@example.com,555-02354,0,7.92,0.6,0
CUSTX-4354,Large Customer User 2354,40,Health,2322.39,7,5,0,2,Too expensive,large_cust_2354@example.com,555-02355,0,33.59,0.71,0
CUSTX-4355,Large Customer User 2355,22,Health,1277.91,1,5,4,5,Great service,large_cust_2355@example.com,555-02356,1,10.23,5.0,1
CUSTX-4356,Large Customer User 2356,33,Auto,956.25,5,1,0,2,Too expensive,large_cust_2356@example.com,555-02357,0,33.71,0.2,0
CUSTX-4357,Large Customer User 2357,80,Home,703.19,4,1,5,3,Average,large_cust_2357@example.com,555-02358,1,7.4,0.25,0
CUSTX-4358,Large Customer User 2358,58,Home,945.01,5,2,1,9,Too expensive,large_cust_2358@example.com,555-02359,0,49.07,0.4,0
CUSTX-4359,Large Customer User 2359,55,Health,2243.9,7,5,2,1,Too expensive,large_cust_2359@example.com,555-02360,0,6.65,0.71,0
CUSTX-4360,Large Customer User 2360,71,Home,889.26,6,2,4,3,Average,large_cust_2360@example.com,555-02361,0,36.48,0.33,0
CUSTX-4361,Large Customer User 2361,56,Home,726.89,3,0,1,4,Poor support,large_cust_2361@example.com,555-02362,1,11.29,0.0,0
CUSTX-4362,Large Customer User 2362,63,Life,1430.71,9,0,3,10,Great service,large_cust_2362@example.com,555-02363,1,12.14,0.0,0
CUSTX-4363,Large Customer User 2363,82,Home,1336.78,2,3,5,1,Great service,large_cust_2363@example.com,555-02364,1,24.76,1.5,0
CUSTX-4364,Large Customer User 2364,80,Life,1983.94,6,5,5,6,Will renew,large_cust_2364@example.com,555-02365,1,20.2,0.83,0
CUSTX-4365,Large Customer User 2365,73,Auto,1250.43,1,4,1,8,Too expensive,large_cust_2365@example.com,555-02366,0,28.05,4.0,1
CUSTX-4366,Large Customer User 2366,60,Home,2716.49,3,1,5,8,Average,large_cust_2366@example.com,555-02367,1,40.49,0.33,0
CUSTX-4367,Large Customer User 2367,28,Home,2925.81,5,0,2,2,Too expensive,large_cust_2367@example.com,555-02368,0,44.73,0.0,0
CUSTX-4368,Large Customer User 2368,60,Life,1268.82,3,1,1,3,Great service,large_cust_2368@example.com,555-02369,0,26.48,0.33,0
CUSTX-4369,Large Customer User 2369,66,Health,749.78,6,5,4,10,Poor support,large_cust_2369@example.com,555-02370,0,36.78,0.83,0
CUSTX-4370,Large Customer User 2370,34,Health,1468.93,6,5,2,2,Will renew,large_cust_2370@example.com,555-02371,0,22.72,0.83,0
CUSTX-4371,Large Customer User 2371,31,Life,1367.17,0,1,5,9,Average,large_cust_2371@example.com,555-02372,1,20.29,1.0,0
CUSTX-4372,Large Customer User 2372,22,Home,2026.42,10,0,3,1,Average,large_cust_2372@example.com,555-02373,0,24.59,0.0,0
CUSTX-4373,Large Customer User 2373,65,Auto,1460.17,2,3,1,6,Average,large_cust_2373@example.com,555-02374,0,48.13,1.5,0
CUSTX-4374,Large Customer User 2374,75,Life,948.79,8,0,3,10,Great service,large_cust_2374@example.com,555-02375,1,34.51,0.0,0
CUSTX-4375,Large Customer User 2375,73,Health,2508.88,5,5,0,2,Great service,large_cust_2375@example.com,555-02376,0,26.88,1.0,0
CUSTX-4376,Large Customer User 2376,73,Health,1556.14,6,4,0,4,Will renew,large_cust_2376@example.com,555-02377,0,21.78,0.67,0
CUSTX-4377,Large Customer User 2377,82,Auto,2280.06,1,4,4,5,Too expensive,large_cust_2377@example.com,555-02378,0,5.31,4.0,0
CUSTX-4378,Large Customer User 2378,55,Health,994.03,6,0,4,7,Poor support,large_cust_2378@example.com,555-02379,1,21.52,0.0,0
CUSTX-4379,Large Customer User 2379,69,Home,1130.82,4,2,2,10,Average,large_cust_2379@example.com,555-02380,1,21.06,0.5,0
CUSTX-4380,Large Customer User 2380,24,Health,1616.93,0,0,2,10,Too expensive,large_cust_2380@example.com,555-02381,1,12.89,0.0,0
CUSTX-4381,Large Customer User 2381,34,Home,815.14,7,3,1,10,Will renew,large_cust_2381@example.com,555-02382,1,30.61,0.43,0
CUSTX-4382,Large Customer User 2382,27,Health,691.34,2,0,2,0,Will renew,large_cust_2382@example.com,555-02383,0,49.11,0.0,0
CUSTX-4383,Large Customer User 2383,32,Life,1344.43,6,5,5,4,Great service,large_cust_2383@example.com,555-02384,1,42.66,0.83,0
CUSTX-4384,Large Customer User 2384,77,Home,2912.9,4,4,1,9,Great service,large_cust_2384@example.com,555-02385,0,21.84,1.0,0
CUSTX-4385,Large Customer User 2385,82,Home,1038.02,2,4,3,4,Average,large_cust_2385@example.com,555-02386,0,17.27,2.0,1
CUSTX-4386,Large Customer User 2386,74,Home,1017.84,2,5,3,10,Too expensive,large_cust_2386@example.com,555-02387,1,5.81,2.5,1
CUSTX-4387,Large Customer User 2387,63,Life,1052.64,9,5,4,4,Will renew,large_cust_2387@example.com,555-02388,0,22.51,0.56,0
CUSTX-4388,Large Customer User 2388,23,Home,1357.38,7,3,2,5,Will renew,large_cust_2388@example.com,555-02389,0,36.4,0.43,0
CUSTX-4389,Large Customer User 2389,71,Life,1139.23,9,4,0,10,Great service,large_cust_2389@example.com,555-02390,0,14.34,0.44,0
CUSTX-4390,Large Customer User 2390,69,Home,1260.08,10,4,2,7,Will renew,large_cust_2390@example.com,555-02391,0,20.82,0.4,0
CUSTX-4391,Large Customer User 2391,77,Home,1538.48,8,3,0,4,Poor support,large_cust_2391@example.com,555-02392,0,32.32,0.38,0
CUSTX-4392,Large Customer User 2392,37,Health,742.45,1,1,1,3,Will renew,large_cust_2392@example.com,555-02393,1,23.38,1.0,0
CUSTX-4393,Large Customer User 2393,49,Life,1545.45,5,5,4,4,Will renew,large_cust_2393@example.com,555-02394,0,29.1,1.0,0
CUSTX-4394,Large Customer User 2394,72,Home,1062.75,7,1,3,7,Poor support,large_cust_2394@example.com,555-02395,0,17.98,0.14,0
CUSTX-4395,Large Customer User 2395,64,Health,2407.34,10,5,5,2,Poor support,large_cust_2395@example.com,555-02396,1,23.46,0.5,0
CUSTX-4396,Large Customer User 2396,25,Health,2047.19,9,4,1,9,Great service,large_cust_2396@example.com,555-02397,1,19.63,0.44,0
CUSTX-4397,Large Customer User 2397,53,Health,916.15,10,5,5,7,Will renew,large_cust_2397@example.com,555-02398,1,28.01,0.5,0
CUSTX-4398,Large Customer User 2398,46,Home,2625.77,5,3,1,7,Average,large_cust_2398@example.com,555-02399,1,10.97,0.6,0
CUSTX-4399,Large Customer User 2399,30,Home,2736.11,7,3,1,9,Too expensive,large_cust_2399@example.com,555-02400,0,48.78,0.43,0
CUSTX-4400,Large Customer User 2400,36,Auto,2509.22,3,0,2,2,Poor support,large_cust_2400@example.com,555-02401,0,44.02,0.0,0
CUSTX-4401,Large Customer User 2401,82,Auto,2655.42,4,5,0,6,Poor support,large_cust_2401@example.com,555-02402,0,26.64,1.25,0
CUSTX-4402,Large Customer User 2402,29,Health,1232.41,5,5,3,0,Poor support,large_cust_2402@example.com,555-02403,0,40.43,1.0,0
CUSTX-4403,Large Customer User 2403,35,Home,864.96,1,5,2,9,Poor support,large_cust_2403@example.com,555-02404,1,14.45,5.0,1
CUSTX-4404,Large Customer User 2404,34,Life,1325.06,7,1,5,1,Average,large_cust_2404@example.com,555-02405,1,18.29,0.14,0
CUSTX-4405,Large Customer User 2405,78,Home,1326.65,9,1,3,4,Will renew,large_cust_2405@example.com,555-02406,1,17.98,0.11,0
CUSTX-4406,Large Customer User 2406,50,Life,2700.43,4,4,4,5,Poor support,large_cust_2406@example.com,555-02407,0,37.09,1.0,0
CUSTX-4407,Large Customer User 2407,59,Home,886.1,2,2,5,2,Great service,large_cust_2407@example.com,555-02408,0,43.29,1.0,0
CUSTX-4408,Large Customer User 2408,60,Health,870.91,5,4,0,4,Poor support,large_cust_2408@example.com,555-02409,0,32.83,0.8,0
CUSTX-4409,Large Customer User 2409,43,Health,2931.01,9,2,5,2,Poor support,large_cust_2409@example.com,555-02410,1,34.18,0.22,0
CUSTX-4410,Large Customer User 2410,83,Home,938.47,10,2,3,0,Too expensive,large_cust_2410@example.com,555-02411,0,11.75,0.2,0
CUSTX-4411,Large Customer User 2411,37,Home,2124.99,7,0,2,7,Too expensive,large_cust_2411@example.com,555-02412,0,21.36,0.0,0
CUSTX-4412,Large Customer User 2412,26,Auto,1496.23,8,4,0,5,Great service,large_cust_2412@example.com,555-02413,0,25.1,0.5,0
CUSTX-4413,Large Customer User 2413,53,Health,1111.73,10,5,5,2,Too expensive,large_cust_2413@example.com,555-02414,1,6.81,0.5,0
CUSTX-4414,Large Customer User 2414,56,Home,1879.94,1,2,0,3,Too expensive,large_cust_2414@example.com,555-02415,1,31.36,2.0,1
CUSTX-4415,Large Customer User 2415,83,Auto,1660.68,5,3,4,0,Poor support,large_cust_2415@example.com,555-02416,1,8.75,0.6,0
CUSTX-4416,Large Customer User 2416,47,Health,749.69,9,4,4,3,Great service,large_cust_2416@example.com,555-02417,0,37.4,0.44,0
CUSTX-4417,Large Customer User 2417,78,Life,2443.49,10,0,1,9,Poor support,large_cust_2417@example.com,555-02418,0,32.06,0.0,0
CUSTX-4418,Large Customer User 2418,85,Life,2077.82,7,2,2,8,Will renew,large_cust_2418@example.com,555-02419,0,16.21,0.29,0
CUSTX-4419,Large Customer User 2419,57,Health,2194.61,10,1,4,4,Great service,large_cust_2419@example.com,555-02420,0,19.36,0.1,0
CUSTX-4420,Large Customer User 2420,82,Life,1739.47,6,3,1,1,Will renew,large_cust_2420@example.com,555-02421,0,42.02,0.5,0
CUSTX-4421,Large Customer User 2421,46,Health,2446.98,4,4,1,3,Great service,large_cust_2421@example.com,555-02422,0,35.81,1.0,0
CUSTX-4422,Large Customer User 2422,48,Home,1927.52,2,1,1,5,Will renew,large_cust_2422@example.com,555-02423,0,34.82,0.5,0
CUSTX-4423,Large Customer User 2423,63,Home,2891.77,9,2,3,10,Average,large_cust_2423@example.com,555-02424,0,26.24,0.22,0
CUSTX-4424,Large Customer User 2424,60,Health,1426.98,5,2,2,5,Will renew,large_cust_2424@example.com,555-02425,1,22.71,0.4,0
CUSTX-4425,Large Customer User 2425,75,Life,514.18,6,3,3,0,Great service,large_cust_2425@example.com,555-02426,0,41.83,0.5,0
CUSTX-4426,Large Customer User 2426,47,Health,1021.52,4,3,5,4,Average,large_cust_2426@example.com,555-02427,1,30.11,0.75,0
CUSTX-4427,Large Customer User 2427,47,Home,2493.69,7,1,4,8,Average,large_cust_2427@example.com,555-02428,1,37.53,0.14,0
CUSTX-4428,Large Customer User 2428,82,Home,2880.11,6,3,0,10,Average,large_cust_2428@example.com,555-02429,0,49.41,0.5,0
CUSTX-4429,Large Customer User 2429,70,Auto,648.29,5,2,0,10,Poor support,large_cust_2429@example.com,555-02430,0,11.04,0.4,0
CUSTX-4430,Large Customer User 2430,31,Auto,1311.36,2,4,5,6,Poor support,large_cust_2430@example.com,555-02431,1,16.04,2.0,1
CUSTX-4431,Large Customer User 2431,55,Life,1891.69,2,5,2,0,Average,large_cust_2431@example.com,555-02432,1,45.73,2.5,0
CUSTX-4432,Large Customer User 2432,79,Home,2368.18,5,2,1,2,Average,large_cust_2432@example.com,555-02433,0,16.49,0.4,0
CUSTX-4433,Large Customer User 2433,24,Auto,850.67,6,0,5,6,Will renew,large_cust_2433@example.com,555-02434,1,21.81,0.0,0
CUSTX-4434,Large Customer User 2434,77,Auto,2989.14,8,5,4,5,Great service,large_cust_2434@example.com,555-02435,0,30.44,0.62,0
CUSTX-4435,Large Customer User 2435,36,Auto,1829.41,9,1,4,1,Poor support,large_cust_2435@example.com,555-02436,0,41.8,0.11,0
CUSTX-4436,Large Customer User 2436,81,Life,1628.22,10,4,5,2,Poor support,large_cust_2436@example.com,555-02437,1,28.75,0.4,0
CUSTX-4437,Large Customer User 2437,77,Auto,2723.49,4,0,3,9,Too expensive,large_cust_2437@example.com,555-02438,0,19.51,0.0,0
CUSTX-4438,Large Customer User 2438,41,Home,1147.13,10,5,1,9,Will renew,large_cust_2438@example.com,555-02439,0,46.64,0.5,0
CUSTX-4439,Large Customer User 2439,41,Auto,972.12,4,4,1,3,Too expensive,large_cust_2439@example.com,555-02440,1,29.3,1.0,0
CUSTX-4440,Large Customer User 2440,30,Life,1318.65,10,3,2,3,Too expensive,large_cust_2440@example.com,555-02441,0,47.13,0.3,0
CUSTX-4441,Large Customer User 2441,49,Health,2430.86,7,0,0,2,Too expensive,large_cust_2441@example.com,555-02442,0,22.12,0.0,0
CUSTX-4442,Large Customer User 2442,79,Auto,1596.37,6,1,1,3,Too expensive,large_cust_2442@example.com,555-02443,0,39.05,0.17,0
CUSTX-4443,Large Customer User 2443,37,Home,2851.74,5,1,5,9,Great service,large_cust_2443@example.com,555-02444,1,40.99,0.2,0
CUSTX-4444,Large Customer User 2444,68,Health,1694.95,7,3,4,1,Great service,large_cust_2444@example.com,555-02445,0,20.96,0.43,0
CUSTX-4445,Large Customer User 2445,61,Health,2591.34,4,5,3,10,Poor support,large_cust_2445@example.com,555-02446,0,5.71,1.25,0
CUSTX-4446,Large Customer User 2446,57,Home,2324.07,2,0,2,0,Will renew,large_cust_2446@example.com,555-02447,1,12.01,0.0,0
CUSTX-4447,Large Customer User 2447,82,Health,2405.72,3,2,0,9,Too expensive,large_cust_2447@example.com,555-02448,0,23.87,0.67,0
CUSTX-4448,Large Customer User 2448,44,Auto,2840.73,2,1,1,10,Poor support,large_cust_2448@example.com,555-02449,0,14.18,0.5,0
CUSTX-4449,Large Customer User 2449,73,Health,2063.28,5,0,2,9,Great service,large_cust_2449@example.com,555-02450,1,38.07,0.0,0
CUSTX-4450,Large Customer User 2450,40,Home,2783.94,6,1,0,8,Great service,large_cust_2450@example.com,555-02451,0,5.67,0.17,0
CUSTX-4451,Large Customer User 2451,50,Health,730.31,7,4,0,1,Too expensive,large_cust_2451@example.com,555-02452,0,43.56,0.57,0
CUSTX-4452,Large Customer User 2452,22,Auto,1278.58,2,4,3,4,Poor support,large_cust_2452@example.com,555-02453,0,27.18,2.0,1
CUSTX-4453,Large Customer User 2453,47,Health,814.58,2,0,4,2,Average,large_cust_2453@example.com,555-02454,1,44.91,0.0,0
CUSTX-4454,Large Customer User 2454,35,Life,1124.45,10,3,2,2,Too expensive,large_cust_2454@example.com,555-02455,0,19.76,0.3,0
CUSTX-4455,Large Customer User 2455,69,Auto,2153.0,6,1,4,0,Too expensive,large_cust_2455@example.com,555-02456,0,33.56,0.17,0
CUSTX-4456,Large Customer User 2456,52,Health,904.71,9,1,2,0,Poor support,large_cust_2456@example.com,555-02457,0,49.67,0.11,0
CUSTX-4457,Large Customer User 2457,80,Life,2053.28,1,4,4,7,Too expensive,large_cust_2457@example.com,555-02458,1,16.49,4.0,0
CUSTX-4458,Large Customer User 2458,84,Life,2430.02,1,4,3,10,Poor support,large_cust_2458@example.com,555-02459,1,33.9,4.0,1
CUSTX-4459,Large Customer User 2459,38,Health,736.46,1,2,3,1,Will renew,large_cust_2459@example.com,555-02460,1,49.29,2.0,1
CUSTX-4460,Large Customer User 2460,32,Home,2915.73,6,4,4,2,Too expensive,large_cust_2460@example.com,555-02461,0,42.8,0.67,0
CUSTX-4461,Large Customer User 2461,50,Auto,2439.78,8,4,1,5,Will renew,large_cust_2461@example.com,555-02462,0,21.32,0.5,0
CUSTX-4462,Large Customer User 2462,51,Home,2234.24,5,5,4,2,Too expensive,large_cust_2462@example.com,555-02463,0,29.34,1.0,0
CUSTX-4463,Large Customer User 2463,76,Health,2645.74,6,3,2,0,Poor support,large_cust_2463@example.com,555-02464,0,19.49,0.5,0
CUSTX-4464,Large Customer User 2464,60,Auto,500.88,10,4,2,8,Great service,large_cust_2464@example.com,555-02465,0,38.98,0.4,0
CUSTX-4465,Large Customer User 2465,39,Home,859.48,6,3,1,3,Too expensive,large_cust_2465@example.com,555-02466,0,42.54,0.5,0
CUSTX-4466,Large Customer User 2466,31,Home,1065.76,6,5,2,2,Too expensive,large_cust_2466@example.com,555-02467,0,24.95,0.83,0
CUSTX-4467,Large Customer User 2467,57,Home,2401.46,1,5,0,10,Poor support,large_cust_2467@example.com,555-02468,0,18.45,5.0,1
CUSTX-4468,Large Customer User 2468,37,Life,1853.15,2,5,4,7,Great service,large_cust_2468@example.com,555-02469,0,22.17,2.5,1
CUSTX-4469,Large Customer User 2469,54,Life,782.09,9,3,3,6,Too expensive,large_cust_2469@example.com,555-02470,0,28.53,0.33,0
CUSTX-4470,Large Customer User 2470,33,Health,2994.01,5,3,4,9,Poor support,large_cust_2470@example.com,555-02471,0,7.55,0.6,0
CUSTX-4471,Large Customer User 2471,35,Life,2662.92,4,5,2,4,Average,large_cust_2471@example.com,555-02472,0,8.74,1.25,0
CUSTX-4472,Large Customer User 2472,34,Life,2282.74,9,5,3,3,Great service,large_cust_2472@example.com,555-02473,0,49.88,0.56,0
CUSTX-4473,Large Customer User 2473,84,Auto,1901.68,9,3,4,6,Will renew,large_cust_2473@example.com,555-02474,0,9.85,0.33,0
CUSTX-4474,Large Customer User 2474,34,Health,1939.06,5,4,0,3,Poor support,large_cust_2474@example.com,555-02475,0,37.32,0.8,0
CUSTX-4475,Large Customer User 2475,27,Health,1368.26,9,3,3,7,Great service,large_cust_2475@example.com,555-02476,1,14.72,0.33,0
CUSTX-4476,Large Customer User 2476,45,Health,560.36,4,5,2,1,Average,large_cust_2476@example.com,555-02477,0,21.14,1.25,0
CUSTX-4477,Large Customer User 2477,66,Life,1380.95,7,5,1,4,Too expensive,large_cust_2477@example.com,555-02478,0,14.42,0.71,0
CUSTX-4478,Large Customer User 2478,63,Home,2351.76,7,4,2,2,Average,large_cust_2478@example.com,555-02479,0,42.29,0.57,0
CUSTX-4479,Large Customer User 2479,34,Health,2785.43,6,1,0,10,Too expensive,large_cust_2479@example.com,555-02480,0,16.91,0.17,0
CUSTX-4480,Large Customer User 2480,84,Home,1376.48,2,0,3,5,Will renew,large_cust_2480@example.com,555-02481,1,18.97,0.0,0
CUSTX-4481,Large Customer User 2481,59,Auto,2391.93,6,0,4,2,Will renew,large_cust_2481@example.com,555-02482,1,46.16,0.0,0
CUSTX-4482,Large Customer User 2482,73,Auto,2630.52,8,3,1,5,Average,large_cust_2482@example.com,555-02483,0,32.6,0.38,0
CUSTX-4483,Large Customer User 2483,32,Home,1309.59,0,2,1,7,Too expensive,large_cust_2483@example.com,555-02484,1,16.04,2.0,1
CUSTX-4484,Large Customer User 2484,50,Health,1600.89,0,4,1,2,Poor support,large_cust_2484@example.com,555-02485,0,30.03,4.0,1
CUSTX-4485,Large Customer User 2485,46,Life,1530.81,6,3,4,9,Average,large_cust_2485@example.com,555-02486,0,41.15,0.5,0
CUSTX-4486,Large Customer User 2486,55,Home,1578.29,5,5,2,3,Average,large_cust_2486@example.com,555-02487,1,43.7,1.0,0
CUSTX-4487,Large Customer User 2487,53,Life,2488.89,1,4,4,2,Great service,large_cust_2487@example.com,555-02488,0,41.33,4.0,0
