lead_id,full_name,age,gender,occupation,annual_income,city,existing_policy,product_interested,website_visits,email_opens,calls_answered,form_submitted,last_interaction_days,lead_source,email,contact_number,conversion_target,income_to_premium_ratio,claim_frequency,is_fraud
LD-1185,Test User 185,38,M,Teacher,122799.47,New York,False,Life,18,6,5,True,24,Paid Search,user185@example.com,555-01185,1,93.8,0.01,0
LD-1186,Test User 186,24,F,Engineer,96343.77,Phoenix,False,Auto,20,8,3,True,8,Paid Search,user186@example.com,555-01186,1,30.09,1.44,0
LD-1187,Test User 187,55,Other,Sales,147769.66,New York,False,Home,12,4,0,False,29,Paid Search,user187@example.com,555-01187,1,51.75,1.69,1
LD-1188,Test User 188,59,F,Engineer,146622.93,Los Angeles,False,Auto,6,5,5,True,29,Referral,user188@example.com,555-01188,0,86.41,0.3,0
LD-1189,Test User 189,68,F,Engineer,66901.28,New York,True,Health,6,5,4,False,8,Organic,user189@example.com,555-01189,0,62.27,1.95,1
LD-1190,Test User 190,54,F,Doctor,46021.66,Houston,False,Life,12,7,0,False,19,Paid Search,user190@example.com,555-01190,0,16.72,1.93,1
LD-1191,Test User 191,34,M,Student,46333.42,Chicago,True,Health,18,4,0,False,5,Social Media,user191@example.com,555-01191,1,86.72,0.63,0
LD-1192,Test User 192,27,Other,Teacher,48913.85,Chicago,False,Auto,9,10,5,False,23,Social Media,user192@example.com,555-01192,1,83.81,1.71,1
LD-1193,Test User 193,33,M,Engineer,33729.85,New York,True,Home,12,2,3,True,18,Referral,user193@example.com,555-01193,1,43.5,0.92,0
LD-1194,Test User 194,62,M,Teacher,142508.99,Houston,True,Auto,2,5,4,True,19,Organic,user194@example.com,555-01194,0,94.81,0.04,0
LD-1195,Test User 195,25,F,Teacher,50158.71,Chicago,True,Home,18,4,3,False,27,Referral,user195@example.com,555-01195,1,89.51,0.77,0
LD-1196,Test User 196,24,M,Engineer,103692.79,Chicago,False,Home,19,6,1,True,21,Paid Search,user196@example.com,555-01196,1,66.77,1.1,0
LD-1197,Test User 197,73,Other,Student,95238.8,Chicago,False,Life,0,2,3,True,26,Social Media,user197@example.com,555-01197,0,63.74,1.56,1
LD-1198,Test User 198,23,M,Engineer,137491.77,Los Angeles,True,Life,8,8,0,True,26,Paid Search,user198@example.com,555-01198,0,61.81,1.53,0
LD-1199,Test User 199,73,Other,Engineer,76610.7,Chicago,True,Home,5,7,1,False,8,Paid Search,user199@example.com,555-01199,0,54.14,1.4,0
LD-1200,Test User 200,27,M,Doctor,36740.16,Los Angeles,False,Auto,19,0,1,True,1,Paid Search,user200@example.com,555-01200,1,79.69,1.84,1
LD-1201,Test User 201,55,F,Doctor,133280.34,Los Angeles,True,Health,2,10,2,False,23,Social Media,user201@example.com,555-01201,0,25.68,0.2,0
LD-1202,Test User 202,57,Other,Doctor,113227.25,Los Angeles,True,Auto,19,9,2,False,8,Organic,user202@example.com,555-01202,1,26.39,0.76,0
LD-1203,Test User 203,42,Other,Engineer,140524.59,Los Angeles,False,Life,19,2,1,True,21,Social Media,user203@example.com,555-01203,0,50.2,0.28,0
LD-1204,Test User 204,38,F,Sales,55162.11,Los Angeles,False,Health,2,6,2,False,9,Referral,user204@example.com,555-01204,0,19.13,0.1,0
LD-1205,Test User 205,52,M,Doctor,124647.6,New York,False,Life,18,1,5,True,25,Social Media,user205@example.com,555-01205,1,25.31,0.15,0
LD-1206,Test User 206,46,Other,Engineer,49308.54,Houston,True,Health,2,2,4,True,29,Organic,user206@example.com,555-01206,0,39.8,1.97,0
LD-1207,Test User 207,34,M,Engineer,79113.58,New York,False,Health,17,2,5,True,30,Social Media,user207@example.com,555-01207,1,10.34,0.56,0
LD-1208,Test User 208,27,F,Engineer,65345.93,Houston,True,Life,20,6,4,False,16,Referral,user208@example.com,555-01208,1,90.54,0.34,0
LD-1209,Test User 209,38,M,Doctor,40936.43,Houston,False,Life,17,3,3,False,6,Organic,user209@example.com,555-01209,1,23.6,0.37,0
LD-1210,Test User 210,66,M,Sales,110096.22,Phoenix,False,Health,2,9,5,True,12,Referral,user210@example.com,555-01210,1,36.9,1.51,1
LD-1211,Test User 211,47,Other,Teacher,138333.26,New York,False,Home,1,2,4,True,19,Paid Search,user211@example.com,555-01211,0,21.36,1.36,0
LD-1212,Test User 212,49,Other,Engineer,39404.22,New York,False,Health,13,8,1,False,27,Social Media,user212@example.com,555-01212,0,56.77,0.52,0
LD-1213,Test User 213,22,Other,Engineer,124386.08,New York,True,Life,19,8,4,False,17,Referral,user213@example.com,555-01213,1,33.77,0.3,1
LD-1214,Test User 214,63,Other,Sales,88270.18,New York,False,Life,19,3,3,True,2,Referral,user214@example.com,555-01214,1,92.88,1.24,0
LD-1215,Test User 215,45,M,Teacher,32427.95,Chicago,False,Life,9,4,2,False,9,Organic,user215@example.com,555-01215,0,26.91,1.37,0
LD-1216,Test User 216,35,M,Engineer,139611.94,Chicago,False,Home,13,8,5,True,16,Paid Search,user216@example.com,555-01216,1,27.35,1.64,1
LD-1217,Test User 217,75,F,Doctor,54087.21,Houston,False,Auto,1,10,1,True,2,Paid Search,user217@example.com,555-01217,0,43.52,1.41,0
LD-1218,Test User 218,60,Other,Engineer,83532.41,Chicago,True,Health,15,0,4,True,18,Paid Search,user218@example.com,555-01218,1,87.14,1.79,1
LD-1219,Test User 219,63,M,Sales,57013.44,Los Angeles,True,Auto,6,3,2,False,21,Social Media,user219@example.com,555-01219,1,74.15,1.56,1
LD-1220,Test User 220,67,Other,Student,107128.84,Phoenix,False,Auto,13,0,3,False,28,Social Media,user220@example.com,555-01220,1,36.86,0.93,0
LD-1221,Test User 221,28,Other,Doctor,87808.61,Los Angeles,True,Home,10,0,2,False,21,Social Media,user221@example.com,555-01221,1,71.27,1.31,0
LD-1222,Test User 222,68,Other,Student,33054.63,Los Angeles,False,Home,15,10,2,False,9,Social Media,user222@example.com,555-01222,1,55.66,1.47,0
LD-1223,Test User 223,32,Other,Teacher,130876.64,Chicago,True,Home,17,5,1,True,10,Social Media,user223@example.com,555-01223,1,47.84,0.52,0
LD-1224,Test User 224,43,Other,Engineer,74601.89,Houston,True,Auto,18,10,2,False,15,Social Media,user224@example.com,555-01224,1,47.18,1.73,1
LD-1225,Test User 225,31,Other,Teacher,46483.83,New York,False,Life,6,10,2,True,14,Social Media,user225@example.com,555-01225,0,67.1,1.97,1
LD-1226,Test User 226,22,Other,Sales,84246.39,Houston,False,Health,6,7,1,False,19,Organic,user226@example.com,555-01226,0,13.4,1.53,1
LD-1227,Test User 227,34,Other,Teacher,117679.09,Los Angeles,False,Life,0,2,2,True,25,Referral,user227@example.com,555-01227,0,55.3,1.35,0
LD-1228,Test User 228,41,F,Teacher,50042.42,Chicago,False,Life,1,3,2,True,10,Referral,user228@example.com,555-01228,0,11.72,1.05,0
LD-1229,Test User 229,36,Other,Engineer,117260.26,Houston,False,Auto,4,9,1,True,24,Organic,user229@example.com,555-01229,0,68.82,0.25,0
LD-1230,Test User 230,23,M,Teacher,35788.21,New York,False,Health,3,10,3,True,15,Social Media,user230@example.com,555-01230,0,66.05,0.95,0
LD-1231,Test User 231,66,Other,Teacher,46459.62,Chicago,True,Life,3,6,4,False,24,Paid Search,user231@example.com,555-01231,1,13.55,1.57,1
LD-1232,Test User 232,53,Other,Sales,139242.8,Los Angeles,True,Auto,15,1,2,False,8,Paid Search,user232@example.com,555-01232,1,51.11,1.81,0
LD-1233,Test User 233,40,Other,Doctor,61695.0,Houston,True,Auto,1,0,0,True,27,Paid Search,user233@example.com,555-01233,0,69.7,0.58,0
LD-1234,Test User 234,32,F,Sales,69439.3,Houston,False,Health,14,7,4,False,9,Paid Search,user234@example.com,555-01234,1,20.18,1.63,1
LD-1235,Test User 235,66,F,Teacher,117169.33,Phoenix,False,Life,5,9,0,True,14,Paid Search,user235@example.com,555-01235,0,53.48,1.14,0
LD-1236,Test User 236,53,Other,Student,43552.5,Phoenix,True,Life,13,8,3,True,2,Referral,user236@example.com,555-01236,1,69.55,0.02,0
LD-1237,Test User 237,37,Other,Teacher,87831.56,Phoenix,False,Health,20,2,3,True,5,Referral,user237@example.com,555-01237,1,38.86,1.98,1
LD-1238,Test User 238,43,F,Student,146417.41,Houston,True,Health,1,7,4,False,8,Organic,user238@example.com,555-01238,1,98.26,1.63,1
LD-1239,Test User 239,69,Other,Doctor,108404.76,Phoenix,True,Health,3,5,3,False,14,Organic,user239@example.com,555-01239,0,83.49,1.65,1
LD-1240,Test User 240,51,M,Teacher,69836.72,New York,False,Life,19,10,4,False,16,Social Media,user240@example.com,555-01240,1,73.19,0.91,0
LD-1241,Test User 241,24,M,Engineer,137625.25,Houston,True,Health,15,3,1,False,27,Organic,user241@example.com,555-01241,0,78.14,0.21,0
LD-1242,Test User 242,24,F,Engineer,141195.18,Phoenix,True,Health,18,9,0,False,25,Paid Search,user242@example.com,555-01242,1,72.26,1.18,1
LD-1243,Test User 243,33,F,Sales,117659.36,Phoenix,True,Life,4,6,0,False,13,Social Media,user243@example.com,555-01243,0,50.76,0.64,0
LD-1244,Test User 244,30,F,Student,46581.6,Los Angeles,True,Home,19,9,5,False,29,Social Media,user244@example.com,555-01244,1,92.91,1.4,0
LD-1245,Test User 245,30,F,Student,147760.26,Houston,False,Life,20,6,1,True,17,Organic,user245@example.com,555-01245,1,12.27,1.42,0
LD-1246,Test User 246,31,F,Teacher,36367.8,New York,False,Home,1,8,1,True,9,Social Media,user246@example.com,555-01246,0,83.26,0.57,0
LD-1247,Test User 247,28,Other,Doctor,103933.06,New York,False,Health,17,6,1,False,24,Organic,user247@example.com,555-01247,1,11.17,1.02,0
LD-1248,Test User 248,38,Other,Student,54370.47,Phoenix,True,Home,14,4,1,False,30,Paid Search,user248@example.com,555-01248,0,98.51,0.74,0
LD-1249,Test User 249,26,F,Teacher,52437.19,Los Angeles,False,Auto,5,5,5,False,17,Paid Search,user249@example.com,555-01249,1,13.59,0.56,0
LD-1250,Test User 250,42,F,Engineer,101625.64,Chicago,True,Home,20,8,4,True,27,Paid Search,user250@example.com,555-01250,1,47.43,1.15,0
LD-1251,Test User 251,56,M,Student,78410.05,Phoenix,False,Auto,11,1,1,False,29,Referral,user251@example.com,555-01251,0,31.63,0.72,0
LD-1252,Test User 252,63,F,Doctor,103644.13,Phoenix,False,Auto,19,8,1,False,2,Referral,user252@example.com,555-01252,1,53.81,1.83,0
LD-1253,Test User 253,40,Other,Engineer,137793.79,New York,True,Home,6,10,2,False,17,Organic,user253@example.com,555-01253,1,28.5,1.94,1
LD-1254,Test User 254,75,F,Doctor,114329.14,New York,True,Auto,13,0,5,True,27,Social Media,user254@example.com,555-01254,1,60.23,0.31,0
LD-1255,Test User 255,58,F,Engineer,128594.32,Phoenix,True,Auto,8,9,3,True,13,Organic,user255@example.com,555-01255,1,42.19,0.63,0
LD-1256,Test User 256,54,Other,Engineer,42736.27,Houston,True,Home,9,2,4,False,3,Social Media,user256@example.com,555-01256,0,96.41,0.76,0
LD-1257,Test User 257,31,M,Student,65766.78,Phoenix,False,Auto,20,4,2,True,1,Social Media,user257@example.com,555-01257,1,29.06,0.25,0
LD-1258,Test User 258,63,M,Student,132175.06,New York,False,Auto,4,4,1,True,6,Social Media,user258@example.com,555-01258,0,18.84,0.39,0
LD-1259,Test User 259,68,M,Teacher,99671.48,Chicago,False,Health,10,5,2,False,5,Paid Search,user259@example.com,555-01259,1,60.9,0.57,0
LD-1260,Test User 260,45,Other,Sales,126923.97,Chicago,False,Home,13,10,1,False,1,Referral,user260@example.com,555-01260,0,51.66,1.42,0
LD-1261,Test User 261,44,M,Student,122972.04,Los Angeles,False,Auto,15,1,4,True,4,Organic,user261@example.com,555-01261,1,83.14,1.68,0
LD-1262,Test User 262,59,Other,Teacher,78616.14,Chicago,False,Home,18,9,1,False,30,Paid Search,user262@example.com,555-01262,1,51.82,1.79,1
LD-1263,Test User 263,54,M,Student,40866.48,Los Angeles,False,Home,11,2,4,True,1,Referral,user263@example.com,555-01263,1,94.53,1.61,1
LD-1264,Test User 264,24,Other,Doctor,56258.29,Houston,False,Health,15,0,1,True,3,Social Media,user264@example.com,555-01264,1,19.29,1.34,0
LD-1265,Test User 265,55,F,Doctor,106028.04,Phoenix,True,Life,8,6,5,True,9,Referral,user265@example.com,555-01265,1,41.76,0.75,0
LD-1266,Test User 266,44,M,Student,88423.39,Chicago,True,Home,15,2,4,True,1,Social Media,user266@example.com,555-01266,1,64.18,0.33,0
LD-1267,Test User 267,74,F,Teacher,44199.63,Phoenix,True,Health,7,0,3,True,26,Organic,user267@example.com,555-01267,1,21.51,1.35,0
LD-1268,Test User 268,59,M,Student,49335.5,Houston,True,Life,20,1,4,True,2,Referral,user268@example.com,555-01268,1,64.59,0.33,0
LD-1269,Test User 269,52,M,Student,134076.29,Phoenix,False,Home,5,10,1,False,27,Referral,user269@example.com,555-01269,0,63.69,1.17,0
LD-1270,Test User 270,26,M,Student,57577.65,New York,True,Health,12,9,1,True,4,Organic,user270@example.com,555-01270,1,18.39,1.82,1
LD-1271,Test User 271,64,F,Student,45639.46,Houston,False,Auto,19,8,4,False,27,Paid Search,user271@example.com,555-01271,1,94.46,1.36,0
LD-1272,Test User 272,52,F,Teacher,124746.67,Chicago,False,Home,12,1,2,False,19,Referral,user272@example.com,555-01272,0,33.2,1.67,1
LD-1273,Test User 273,22,Other,Doctor,115097.86,Houston,False,Auto,0,2,4,False,17,Social Media,user273@example.com,555-01273,1,33.52,1.31,0
LD-1274,Test User 274,56,Other,Student,80827.39,Houston,True,Life,11,8,4,False,9,Social Media,user274@example.com,555-01274,1,98.97,0.41,0
LD-1275,Test User 275,58,F,Teacher,71322.76,New York,True,Health,12,5,5,True,5,Paid Search,user275@example.com,555-01275,1,45.02,1.5,0
LD-1276,Test User 276,62,M,Doctor,30634.88,New York,True,Health,2,6,1,False,16,Organic,user276@example.com,555-01276,0,95.11,0.13,0
LD-1277,Test User 277,74,M,Student,51032.54,Phoenix,True,Home,15,10,3,True,1,Social Media,user277@example.com,555-01277,1,31.53,1.61,1
LD-1278,Test User 278,22,M,Engineer,147077.51,New York,False,Life,2,5,2,False,25,Paid Search,user278@example.com,555-01278,0,64.57,0.81,1
LD-1279,Test User 279,34,M,Student,84571.08,Chicago,False,Auto,12,8,4,False,1,Social Media,user279@example.com,555-01279,1,72.48,0.21,0
LD-1280,Test User 280,46,M,Sales,97580.23,New York,False,Auto,7,6,2,True,25,Paid Search,user280@example.com,555-01280,0,82.01,1.17,0
LD-1281,Test User 281,48,F,Doctor,144653.48,New York,True,Health,16,5,4,False,1,Paid Search,user281@example.com,555-01281,1,90.49,0.57,0
LD-1282,Test User 282,39,M,Teacher,51934.13,Phoenix,False,Home,6,1,3,True,24,Organic,user282@example.com,555-01282,0,70.82,1.75,1
LD-1283,Test User 283,64,Other,Doctor,89119.78,Houston,True,Life,0,6,4,True,2,Paid Search,user283@example.com,555-01283,1,14.87,0.63,0
LD-1284,Test User 284,73,M,Student,80781.1,Houston,False,Auto,17,0,0,True,17,Referral,user284@example.com,555-01284,0,62.29,1.55,1
LD-1285,Test User 285,42,M,Sales,73392.28,Houston,True,Health,8,5,1,False,18,Referral,user285@example.com,555-01285,1,35.17,1.92,1
LD-1286,Test User 286,33,F,Teacher,98569.17,Los Angeles,True,Health,18,0,5,True,8,Referral,user286@example.com,555-01286,1,54.96,1.61,1
LD-1287,Test User 287,62,M,Teacher,92040.84,New York,True,Life,10,7,3,True,10,Referral,user287@example.com,555-01287,0,77.01,0.1,0
LD-1288,Test User 288,38,F,Student,73315.44,Los Angeles,True,Life,17,5,4,False,30,Referral,user288@example.com,555-01288,1,79.73,0.82,0
LD-1289,Test User 289,50,F,Sales,136755.89,Phoenix,False,Auto,12,1,4,True,10,Social Media,user289@example.com,555-01289,0,30.54,1.74,1
LD-1290,Test User 290,42,Other,Student,108361.57,Phoenix,False,Health,8,2,4,True,21,Organic,user290@example.com,555-01290,0,21.25,1.56,0
LD-1291,Test User 291,37,M,Engineer,109442.71,Houston,True,Auto,2,4,1,True,6,Organic,user291@example.com,555-01291,1,68.93,1.87,1
LD-1292,Test User 292,46,M,Engineer,67124.48,New York,False,Life,7,7,5,False,10,Social Media,user292@example.com,555-01292,1,59.37,1.05,0
LD-1293,Test User 293,30,Other,Sales,146345.07,Phoenix,False,Life,17,7,1,True,19,Organic,user293@example.com,555-01293,1,49.77,1.27,0
LD-1294,Test User 294,45,F,Student,79464.46,New York,False,Health,4,4,2,True,1,Referral,user294@example.com,555-01294,0,81.82,1.7,1
LD-1295,Test User 295,60,M,Teacher,57745.85,Houston,False,Home,0,4,4,True,12,Referral,user295@example.com,555-01295,0,66.28,0.87,0
LD-1296,Test User 296,55,F,Sales,121744.6,Los Angeles,True,Home,19,2,5,False,22,Organic,user296@example.com,555-01296,1,67.32,1.06,0
LD-1297,Test User 297,61,M,Doctor,84332.07,Chicago,True,Health,19,0,3,True,7,Organic,user297@example.com,555-01297,1,23.56,1.94,1
LD-1298,Test User 298,53,M,Doctor,56062.57,New York,True,Auto,13,4,2,False,26,Organic,user298@example.com,555-01298,0,58.89,0.93,0
LD-1299,Test User 299,33,F,Sales,53063.08,Los Angeles,True,Home,8,7,3,True,27,Paid Search,user299@example.com,555-01299,0,52.55,1.43,0
LD-1300,Test User 300,65,M,Doctor,145345.67,Houston,False,Home,10,5,1,True,21,Paid Search,user300@example.com,555-01300,0,97.59,1.1,0
LD-1301,Test User 301,37,M,Engineer,105949.08,New York,False,Home,10,5,0,True,6,Paid Search,user301@example.com,555-01301,0,24.19,0.79,0
LD-1302,Test User 302,27,M,Teacher,112313.36,Houston,True,Life,10,8,5,False,2,Referral,user302@example.com,555-01302,1,75.99,1.4,0
LD-1303,Test User 303,23,Other,Doctor,112710.0,Phoenix,False,Home,11,9,5,True,5,Social Media,user303@example.com,555-01303,1,39.13,1.41,0
LD-1304,Test User 304,51,F,Student,63038.94,Chicago,False,Auto,19,10,4,False,6,Paid Search,user304@example.com,555-01304,1,89.46,0.59,0
LD-1305,Test User 305,61,F,Teacher,132819.51,Phoenix,False,Home,19,9,1,False,11,Social Media,user305@example.com,555-01305,1,46.88,1.08,0
LD-1306,Test User 306,42,M,Teacher,43255.7,New York,False,Home,16,1,5,True,3,Referral,user306@example.com,555-01306,1,69.21,0.36,0
LD-1307,Test User 307,55,M,Sales,104876.46,New York,False,Auto,18,5,2,False,2,Social Media,user307@example.com,555-01307,1,81.48,0.14,0
LD-1308,Test User 308,25,M,Student,128837.16,New York,True,Home,8,8,4,False,2,Paid Search,user308@example.com,555-01308,0,27.38,0.16,0
LD-1309,Test User 309,64,Other,Student,59851.56,Chicago,False,Health,20,1,1,True,18,Paid Search,user309@example.com,555-01309,1,59.5,0.21,0
LD-1310,Test User 310,54,F,Doctor,70501.54,Houston,False,Life,5,9,4,True,20,Paid Search,user310@example.com,555-01310,1,43.76,0.63,0
LD-1311,Test User 311,57,F,Student,141137.63,New York,True,Life,8,0,2,False,15,Paid Search,user311@example.com,555-01311,1,29.33,1.45,0
LD-1312,Test User 312,42,M,Sales,32604.16,Chicago,True,Home,8,4,4,False,17,Paid Search,user312@example.com,555-01312,0,30.97,0.31,0
LD-1313,Test User 313,73,F,Teacher,66036.29,Houston,True,Life,18,0,3,False,19,Organic,user313@example.com,555-01313,1,80.21,1.45,0
LD-1314,Test User 314,71,Other,Student,70126.76,New York,False,Auto,13,4,3,True,30,Social Media,user314@example.com,555-01314,0,58.59,0.45,0
LD-1315,Test User 315,31,Other,Student,69219.8,New York,True,Health,7,4,1,False,2,Paid Search,user315@example.com,555-01315,0,21.9,1.94,1
LD-1316,Test User 316,27,Other,Teacher,87102.56,Los Angeles,False,Home,1,7,4,False,13,Paid Search,user316@example.com,555-01316,0,60.51,0.87,0
LD-1317,Test User 317,69,Other,Sales,92909.73,Houston,False,Life,7,3,0,False,9,Social Media,user317@example.com,555-01317,0,63.45,1.85,1
LD-1318,Test User 318,23,M,Teacher,122361.76,Chicago,True,Auto,5,1,2,True,20,Paid Search,user318@example.com,555-01318,0,95.4,1.25,1
LD-1319,Test User 319,31,M,Doctor,134250.28,Los Angeles,True,Home,9,8,0,False,11,Referral,user319@example.com,555-01319,1,66.07,0.9,0
LD-1320,Test User 320,31,M,Doctor,113408.54,Los Angeles,False,Auto,0,7,3,True,19,Organic,user320@example.com,555-01320,0,44.98,0.51,0
LD-1321,Test User 321,39,F,Student,109557.8,New York,False,Health,11,9,0,True,1,Paid Search,user321@example.com,555-01321,0,27.9,0.77,0
LD-1322,Test User 322,51,Other,Teacher,97282.5,New York,False,Life,0,5,0,False,8,Paid Search,user322@example.com,555-01322,0,99.64,0.98,0
LD-1323,Test User 323,54,Other,Doctor,63105.39,Los Angeles,True,Life,1,6,5,True,9,Organic,user323@example.com,555-01323,0,75.69,1.63,1
LD-1324,Test User 324,55,F,Student,145272.68,Chicago,False,Home,19,3,5,True,22,Paid Search,user324@example.com,555-01324,1,87.63,0.31,0
LD-1325,Test User 325,41,Other,Teacher,112623.85,Chicago,True,Auto,16,2,1,False,14,Paid Search,user325@example.com,555-01325,0,75.44,0.29,0
LD-1326,Test User 326,70,F,Teacher,68242.49,Los Angeles,True,Home,13,2,3,True,10,Social Media,user326@example.com,555-01326,0,64.5,1.79,0
LD-1327,Test User 327,61,Other,Sales,57709.36,Chicago,True,Health,7,7,1,False,22,Paid Search,user327@example.com,555-01327,1,24.74,1.56,1
LD-1328,Test User 328,36,M,Engineer,33867.55,Los Angeles,False,Health,0,5,2,False,14,Paid Search,user328@example.com,555-01328,0,48.48,0.41,0
LD-1329,Test User 329,71,Other,Student,35019.15,New York,True,Health,12,7,5,True,11,Paid Search,user329@example.com,555-01329,1,56.68,1.14,0
LD-1330,Test User 330,47,F,Sales,148059.68,Houston,False,Life,1,7,4,True,13,Referral,user330@example.com,555-01330,0,36.5,0.1,0
LD-1331,Test User 331,25,M,Student,112794.36,Phoenix,True,Health,4,6,3,False,27,Referral,user331@example.com,555-01331,1,12.24,1.0,0
LD-1332,Test User 332,51,Other,Engineer,100837.86,New York,True,Health,6,10,3,False,3,Organic,user332@example.com,555-01332,0,57.14,1.81,1
LD-1333,Test User 333,46,Other,Teacher,117224.86,Los Angeles,True,Home,16,0,4,False,6,Social Media,user333@example.com,555-01333,1,37.86,1.54,0
LD-1334,Test User 334,71,Other,Doctor,145315.93,New York,False,Health,9,7,5,True,6,Referral,user334@example.com,555-01334,1,31.41,0.41,0
LD-1335,Test User 335,59,Other,Doctor,109136.47,Phoenix,True,Auto,14,2,3,True,15,Organic,user335@example.com,555-01335,1,68.79,0.49,0
LD-1336,Test User 336,24,F,Teacher,47444.93,Los Angeles,False,Home,1,7,5,False,19,Organic,user336@example.com,555-01336,1,18.38,1.84,1
LD-1337,Test User 337,41,M,Engineer,68738.62,Chicago,False,Health,12,8,0,True,25,Paid Search,user337@example.com,555-01337,0,65.08,0.59,0
LD-1338,Test User 338,28,F,Sales,98564.05,Phoenix,False,Life,20,8,4,False,3,Paid Search,user338@example.com,555-01338,1,65.29,1.87,0
LD-1339,Test User 339,53,F,Teacher,92364.7,New York,True,Auto,20,7,3,True,16,Paid Search,user339@example.com,555-01339,1,81.96,0.47,0
LD-1340,Test User 340,48,Other,Doctor,79684.94,Chicago,True,Life,10,4,2,False,18,Organic,user340@example.com,555-01340,1,20.25,1.28,0
LD-1341,Test User 341,43,F,Sales,70963.39,New York,True,Health,18,2,4,False,1,Social Media,user341@example.com,555-01341,1,51.62,1.67,0
LD-1342,Test User 342,74,M,Teacher,79674.37,Phoenix,False,Life,1,1,4,True,10,Social Media,user342@example.com,555-01342,0,85.67,1.11,0
LD-1343,Test User 343,43,M,Doctor,148034.25,Chicago,True,Life,20,6,4,True,27,Referral,user343@example.com,555-01343,1,88.93,0.37,0
LD-1344,Test User 344,45,M,Sales,84228.76,Phoenix,True,Health,9,8,1,True,17,Paid Search,user344@example.com,555-01344,1,40.61,1.57,1
LD-1345,Test User 345,52,Other,Teacher,117892.93,Los Angeles,True,Health,16,6,2,True,25,Organic,user345@example.com,555-01345,0,37.99,0.2,0
LD-1346,Test User 346,24,Other,Doctor,112446.28,New York,False,Home,19,5,0,True,11,Paid Search,user346@example.com,555-01346,1,35.79,1.04,0
LD-1347,Test User 347,56,Other,Student,68297.97,Phoenix,True,Home,14,8,5,False,4,Social Media,user347@example.com,555-01347,1,34.39,0.23,0
LD-1348,Test User 348,67,F,Engineer,126480.34,Los Angeles,True,Health,18,10,1,True,6,Organic,user348@example.com,555-01348,1,44.52,0.68,0
LD-1349,Test User 349,27,F,Student,81175.89,Chicago,False,Life,5,3,5,True,20,Referral,user349@example.com,555-01349,0,61.1,1.38,0
LD-1350,Test User 350,27,M,Teacher,127542.12,Phoenix,False,Life,14,6,0,True,15,Social Media,user350@example.com,555-01350,0,80.99,1.53,1
LD-1351,Test User 351,42,F,Student,84393.97,Phoenix,True,Auto,0,6,0,True,16,Social Media,user351@example.com,555-01351,0,60.05,1.69,1
LD-1352,Test User 352,26,M,Sales,125091.71,Houston,True,Life,17,3,3,False,13,Referral,user352@example.com,555-01352,1,61.05,0.49,0
LD-1353,Test User 353,43,F,Engineer,95343.23,Phoenix,False,Life,7,8,1,True,22,Referral,user353@example.com,555-01353,0,25.86,1.42,0
LD-1354,Test User 354,47,Other,Engineer,38352.92,New York,True,Home,3,9,5,True,27,Paid Search,user354@example.com,555-01354,0,69.48,0.65,0
LD-1355,Test User 355,50,Other,Doctor,93750.7,Houston,False,Auto,12,9,4,True,19,Referral,user355@example.com,555-01355,1,86.29,1.75,1
LD-1356,Test User 356,40,F,Engineer,37489.27,Los Angeles,False,Health,17,10,0,False,1,Referral,user356@example.com,555-01356,1,46.54,0.72,0
LD-1357,Test User 357,49,M,Doctor,95414.25,Los Angeles,True,Auto,5,1,3,True,5,Paid Search,user357@example.com,555-01357,1,74.92,1.85,0
LD-1358,Test User 358,53,Other,Student,108951.2,Houston,True,Health,4,8,0,False,5,Referral,user358@example.com,555-01358,0,44.62,0.91,0
LD-1359,Test User 359,36,F,Sales,52294.92,Phoenix,False,Auto,19,0,0,False,19,Social Media,user359@example.com,555-01359,1,20.18,1.42,0
LD-1360,Test User 360,52,F,Student,145408.53,New York,True,Home,2,7,1,True,24,Social Media,user360@example.com,555-01360,0,65.17,1.97,1
LD-1361,Test User 361,43,F,Doctor,94203.99,Chicago,False,Home,0,0,3,False,15,Social Media,user361@example.com,555-01361,0,15.53,1.47,0
LD-1362,Test User 362,52,F,Sales,99376.93,New York,True,Auto,18,4,0,False,22,Paid Search,user362@example.com,555-01362,0,65.42,1.25,0
LD-1363,Test User 363,39,Other,Sales,132943.01,Chicago,True,Life,0,3,5,False,4,Paid Search,user363@example.com,555-01363,0,81.94,1.48,0
LD-1364,Test User 364,24,F,Sales,71141.76,Los Angeles,False,Home,2,3,1,False,20,Organic,user364@example.com,555-01364,0,67.8,0.99,0
LD-1365,Test User 365,70,Other,Teacher,128343.72,Houston,False,Health,1,4,1,True,15,Referral,user365@example.com,555-01365,0,11.07,1.49,0
LD-1366,Test User 366,73,F,Sales,83858.47,Phoenix,False,Life,10,4,4,False,22,Organic,user366@example.com,555-01366,1,32.98,1.06,0
LD-1367,Test User 367,59,Other,Teacher,76938.45,Chicago,True,Auto,7,1,5,True,22,Referral,user367@example.com,555-01367,1,18.79,0.67,0
LD-1368,Test User 368,28,M,Engineer,112259.95,Phoenix,True,Auto,11,1,1,True,24,Paid Search,user368@example.com,555-01368,1,43.84,0.05,0
LD-1369,Test User 369,70,Other,Engineer,137987.67,Houston,False,Health,18,10,1,False,29,Social Media,user369@example.com,555-01369,1,24.58,0.59,0
